month,duration,pdays,previous,poutcome,y
0.0,71.0,999.0,0.0,0.0,0
5.0,825.0,999.0,1.0,1.0,0
2.0,152.0,999.0,0.0,0.0,0
0.0,182.0,999.0,0.0,0.0,0
0.0,259.0,999.0,0.0,0.0,0
5.0,170.0,999.0,0.0,0.0,0
0.0,157.0,999.0,0.0,0.0,0
0.0,143.0,999.0,0.0,0.0,0
1.0,127.0,999.0,0.0,0.0,0
0.0,424.0,999.0,0.0,0.0,0
1.0,207.0,999.0,0.0,0.0,0
1.0,86.0,999.0,0.0,0.0,0
8.0,1143.0,999.0,0.0,0.0,1
0.0,145.0,999.0,2.0,1.0,0
0.0,238.0,999.0,0.0,0.0,0
0.0,255.0,999.0,0.0,0.0,0
0.0,348.0,999.0,0.0,0.0,0
8.0,41.0,999.0,0.0,0.0,0
8.0,366.0,10.0,1.0,2.0,0
7.0,92.0,3.0,1.0,2.0,1
1.0,27.0,999.0,0.0,0.0,0
0.0,141.0,999.0,0.0,0.0,0
5.0,109.0,999.0,0.0,0.0,0
1.0,266.0,999.0,0.0,0.0,0
8.0,131.0,999.0,1.0,1.0,0
8.0,249.0,999.0,0.0,0.0,0
2.0,230.0,999.0,0.0,0.0,0
2.0,45.0,999.0,0.0,0.0,0
1.0,170.0,999.0,0.0,0.0,0
0.0,135.0,999.0,0.0,0.0,0
1.0,48.0,999.0,0.0,0.0,0
2.0,130.0,999.0,0.0,0.0,0
2.0,159.0,999.0,0.0,0.0,0
0.0,48.0,999.0,0.0,0.0,0
0.0,61.0,999.0,0.0,0.0,0
7.0,228.0,999.0,0.0,0.0,1
7.0,344.0,11.0,1.0,2.0,0
0.0,312.0,999.0,0.0,0.0,0
1.0,466.0,999.0,0.0,0.0,1
9.0,143.0,999.0,1.0,1.0,1
3.0,132.0,999.0,0.0,0.0,0
5.0,173.0,999.0,0.0,0.0,0
3.0,219.0,999.0,0.0,0.0,0
5.0,304.0,999.0,0.0,0.0,0
8.0,91.0,999.0,0.0,0.0,0
5.0,137.0,999.0,0.0,0.0,0
1.0,263.0,999.0,0.0,0.0,0
5.0,327.0,999.0,1.0,1.0,0
0.0,173.0,999.0,0.0,0.0,0
8.0,41.0,999.0,0.0,0.0,0
0.0,184.0,999.0,0.0,0.0,0
5.0,227.0,999.0,0.0,0.0,0
2.0,31.0,999.0,0.0,0.0,0
3.0,562.0,999.0,0.0,0.0,0
5.0,132.0,999.0,0.0,0.0,0
2.0,654.0,999.0,0.0,0.0,0
3.0,118.0,999.0,0.0,0.0,0
5.0,92.0,999.0,0.0,0.0,0
2.0,157.0,999.0,0.0,0.0,0
2.0,353.0,999.0,0.0,0.0,0
2.0,95.0,999.0,0.0,0.0,0
0.0,260.0,999.0,0.0,0.0,0
3.0,614.0,999.0,0.0,0.0,0
3.0,159.0,999.0,0.0,0.0,0
8.0,282.0,999.0,0.0,0.0,0
0.0,14.0,999.0,0.0,0.0,0
0.0,195.0,999.0,1.0,1.0,0
0.0,167.0,999.0,0.0,0.0,0
1.0,243.0,999.0,0.0,0.0,0
0.0,187.0,999.0,0.0,0.0,0
2.0,494.0,999.0,0.0,0.0,0
8.0,634.0,999.0,0.0,0.0,1
1.0,1207.0,999.0,1.0,1.0,1
0.0,529.0,999.0,0.0,0.0,0
3.0,102.0,999.0,0.0,0.0,0
0.0,199.0,999.0,0.0,0.0,0
8.0,229.0,999.0,1.0,1.0,0
5.0,62.0,999.0,0.0,0.0,0
2.0,167.0,999.0,0.0,0.0,0
0.0,126.0,999.0,0.0,0.0,0
0.0,106.0,999.0,2.0,1.0,0
0.0,185.0,999.0,0.0,0.0,0
0.0,10.0,999.0,0.0,0.0,0
2.0,1014.0,999.0,0.0,0.0,1
5.0,199.0,999.0,0.0,0.0,0
2.0,1300.0,999.0,0.0,0.0,0
9.0,57.0,999.0,0.0,0.0,0
0.0,176.0,999.0,0.0,0.0,0
2.0,714.0,999.0,0.0,0.0,1
0.0,98.0,999.0,0.0,0.0,0
2.0,88.0,999.0,0.0,0.0,0
0.0,421.0,3.0,1.0,2.0,1
9.0,72.0,999.0,0.0,0.0,0
2.0,100.0,999.0,0.0,0.0,0
0.0,190.0,999.0,0.0,0.0,0
0.0,126.0,999.0,0.0,0.0,0
0.0,157.0,999.0,0.0,0.0,0
0.0,117.0,999.0,0.0,0.0,0
0.0,396.0,999.0,0.0,0.0,0
5.0,24.0,999.0,0.0,0.0,0
5.0,97.0,999.0,0.0,0.0,0
2.0,174.0,999.0,0.0,0.0,0
5.0,517.0,999.0,0.0,0.0,0
0.0,72.0,999.0,0.0,0.0,0
5.0,187.0,999.0,0.0,0.0,0
2.0,84.0,999.0,0.0,0.0,0
1.0,80.0,999.0,0.0,0.0,0
2.0,159.0,999.0,0.0,0.0,0
3.0,1000.0,999.0,0.0,0.0,1
7.0,272.0,6.0,2.0,2.0,1
8.0,208.0,999.0,1.0,1.0,0
1.0,75.0,999.0,0.0,0.0,0
8.0,522.0,999.0,0.0,0.0,1
2.0,77.0,999.0,0.0,0.0,0
0.0,134.0,999.0,1.0,1.0,0
0.0,107.0,999.0,0.0,0.0,0
4.0,164.0,999.0,0.0,0.0,1
0.0,376.0,999.0,0.0,0.0,0
8.0,406.0,999.0,1.0,1.0,0
3.0,553.0,999.0,0.0,0.0,1
0.0,79.0,999.0,1.0,1.0,0
2.0,72.0,999.0,0.0,0.0,0
0.0,92.0,999.0,0.0,0.0,0
1.0,399.0,999.0,0.0,0.0,0
0.0,371.0,999.0,0.0,0.0,0
3.0,259.0,999.0,0.0,0.0,0
1.0,675.0,999.0,0.0,0.0,0
5.0,230.0,999.0,1.0,1.0,0
2.0,212.0,999.0,0.0,0.0,0
1.0,269.0,3.0,1.0,2.0,1
2.0,100.0,999.0,0.0,0.0,0
5.0,194.0,999.0,1.0,1.0,0
0.0,238.0,999.0,0.0,0.0,0
8.0,225.0,999.0,0.0,0.0,0
1.0,375.0,999.0,0.0,0.0,0
0.0,146.0,999.0,2.0,1.0,0
0.0,62.0,999.0,0.0,0.0,0
3.0,644.0,999.0,0.0,0.0,1
2.0,573.0,999.0,0.0,0.0,1
8.0,400.0,999.0,0.0,0.0,1
2.0,1142.0,999.0,0.0,0.0,0
5.0,588.0,999.0,1.0,1.0,0
0.0,178.0,999.0,0.0,0.0,0
4.0,120.0,6.0,1.0,2.0,0
0.0,36.0,999.0,0.0,0.0,0
0.0,399.0,999.0,0.0,0.0,0
0.0,130.0,999.0,0.0,0.0,0
0.0,89.0,999.0,0.0,0.0,0
2.0,529.0,999.0,0.0,0.0,1
1.0,397.0,999.0,0.0,0.0,0
0.0,521.0,999.0,0.0,0.0,0
1.0,136.0,999.0,0.0,0.0,0
3.0,492.0,999.0,2.0,1.0,0
5.0,206.0,999.0,0.0,0.0,0
8.0,179.0,999.0,0.0,0.0,1
1.0,185.0,999.0,0.0,0.0,0
0.0,403.0,3.0,2.0,2.0,1
0.0,150.0,999.0,0.0,0.0,0
2.0,277.0,999.0,0.0,0.0,0
1.0,243.0,999.0,0.0,0.0,0
2.0,141.0,999.0,0.0,0.0,0
1.0,27.0,999.0,0.0,0.0,0
0.0,284.0,999.0,0.0,0.0,0
2.0,178.0,999.0,0.0,0.0,0
0.0,152.0,999.0,0.0,0.0,0
2.0,965.0,999.0,0.0,0.0,0
9.0,473.0,3.0,5.0,2.0,1
5.0,108.0,999.0,0.0,0.0,0
0.0,104.0,999.0,0.0,0.0,0
3.0,510.0,17.0,1.0,2.0,0
1.0,725.0,3.0,1.0,2.0,1
2.0,89.0,999.0,0.0,0.0,0
0.0,193.0,999.0,0.0,0.0,0
5.0,88.0,999.0,2.0,1.0,0
8.0,67.0,999.0,0.0,0.0,0
5.0,125.0,999.0,0.0,0.0,0
2.0,425.0,999.0,0.0,0.0,0
8.0,131.0,999.0,1.0,1.0,0
3.0,117.0,999.0,0.0,0.0,0
0.0,580.0,999.0,0.0,0.0,0
0.0,179.0,999.0,0.0,0.0,0
0.0,191.0,999.0,0.0,0.0,0
3.0,177.0,999.0,0.0,0.0,0
1.0,255.0,999.0,0.0,0.0,0
0.0,122.0,999.0,0.0,0.0,0
2.0,359.0,999.0,0.0,0.0,0
0.0,329.0,1.0,2.0,2.0,0
0.0,118.0,999.0,0.0,0.0,0
0.0,107.0,999.0,1.0,1.0,0
4.0,107.0,999.0,0.0,0.0,0
0.0,379.0,999.0,0.0,0.0,0
2.0,114.0,999.0,0.0,0.0,0
2.0,311.0,999.0,0.0,0.0,0
2.0,110.0,999.0,0.0,0.0,0
8.0,180.0,999.0,0.0,0.0,0
1.0,129.0,999.0,0.0,0.0,0
2.0,740.0,999.0,0.0,0.0,1
0.0,136.0,999.0,0.0,0.0,0
2.0,95.0,999.0,0.0,0.0,0
2.0,534.0,999.0,0.0,0.0,0
3.0,159.0,999.0,0.0,0.0,0
2.0,123.0,999.0,0.0,0.0,0
0.0,335.0,999.0,0.0,0.0,0
3.0,145.0,999.0,0.0,0.0,0
0.0,265.0,999.0,0.0,0.0,0
8.0,353.0,999.0,0.0,0.0,1
7.0,129.0,999.0,1.0,1.0,0
5.0,142.0,999.0,1.0,1.0,0
3.0,127.0,999.0,0.0,0.0,0
5.0,681.0,999.0,0.0,0.0,0
8.0,460.0,999.0,0.0,0.0,1
0.0,194.0,999.0,0.0,0.0,0
0.0,160.0,999.0,0.0,0.0,0
8.0,616.0,999.0,0.0,0.0,1
2.0,81.0,999.0,0.0,0.0,0
0.0,50.0,999.0,0.0,0.0,0
5.0,1855.0,999.0,0.0,0.0,0
0.0,247.0,999.0,0.0,0.0,0
3.0,96.0,999.0,0.0,0.0,0
0.0,258.0,999.0,0.0,0.0,0
3.0,699.0,999.0,1.0,1.0,0
1.0,63.0,999.0,0.0,0.0,0
0.0,597.0,999.0,0.0,0.0,0
1.0,169.0,999.0,0.0,0.0,1
3.0,111.0,999.0,0.0,0.0,0
2.0,173.0,999.0,0.0,0.0,0
2.0,96.0,999.0,0.0,0.0,0
3.0,1126.0,999.0,0.0,0.0,1
0.0,403.0,999.0,0.0,0.0,0
0.0,128.0,999.0,1.0,1.0,0
8.0,44.0,999.0,0.0,0.0,0
1.0,23.0,999.0,0.0,0.0,0
9.0,245.0,999.0,0.0,0.0,0
9.0,127.0,999.0,2.0,1.0,0
0.0,13.0,999.0,0.0,0.0,0
2.0,37.0,999.0,0.0,0.0,0
0.0,76.0,999.0,0.0,0.0,0
8.0,212.0,999.0,0.0,0.0,0
1.0,166.0,999.0,0.0,0.0,0
5.0,7.0,999.0,0.0,0.0,0
5.0,59.0,999.0,0.0,0.0,0
8.0,99.0,999.0,0.0,0.0,0
3.0,264.0,999.0,0.0,0.0,0
0.0,410.0,999.0,1.0,1.0,0
5.0,178.0,3.0,1.0,2.0,1
0.0,78.0,3.0,1.0,2.0,0
5.0,283.0,999.0,0.0,0.0,0
5.0,179.0,999.0,0.0,0.0,1
2.0,97.0,999.0,0.0,0.0,0
5.0,158.0,999.0,1.0,1.0,0
8.0,94.0,999.0,1.0,1.0,0
1.0,466.0,999.0,0.0,0.0,0
0.0,242.0,999.0,0.0,0.0,0
1.0,407.0,3.0,1.0,2.0,1
1.0,164.0,999.0,0.0,0.0,0
8.0,202.0,999.0,0.0,0.0,1
9.0,99.0,999.0,2.0,1.0,0
2.0,135.0,999.0,0.0,0.0,0
0.0,471.0,999.0,0.0,0.0,0
0.0,180.0,999.0,0.0,0.0,0
2.0,99.0,999.0,0.0,0.0,0
0.0,543.0,999.0,0.0,0.0,1
3.0,120.0,3.0,1.0,2.0,0
1.0,128.0,999.0,0.0,0.0,0
0.0,1611.0,999.0,0.0,0.0,0
3.0,131.0,999.0,0.0,0.0,0
1.0,126.0,2.0,2.0,2.0,0
7.0,106.0,999.0,0.0,0.0,1
0.0,37.0,999.0,0.0,0.0,0
3.0,65.0,999.0,0.0,0.0,0
0.0,14.0,999.0,1.0,1.0,0
3.0,83.0,999.0,0.0,0.0,0
0.0,265.0,999.0,1.0,1.0,0
2.0,647.0,999.0,0.0,0.0,0
5.0,73.0,999.0,0.0,0.0,0
8.0,1426.0,999.0,1.0,1.0,0
3.0,83.0,999.0,0.0,0.0,0
0.0,171.0,999.0,0.0,0.0,0
2.0,252.0,999.0,0.0,0.0,0
0.0,73.0,999.0,0.0,0.0,0
5.0,445.0,999.0,1.0,1.0,1
5.0,161.0,999.0,1.0,1.0,1
0.0,611.0,999.0,0.0,0.0,0
0.0,467.0,999.0,0.0,0.0,0
8.0,137.0,999.0,1.0,1.0,0
3.0,77.0,999.0,0.0,0.0,0
1.0,867.0,3.0,2.0,2.0,1
5.0,405.0,999.0,0.0,0.0,0
0.0,100.0,999.0,0.0,0.0,0
5.0,199.0,999.0,0.0,0.0,0
8.0,93.0,999.0,0.0,0.0,0
0.0,296.0,999.0,0.0,0.0,0
2.0,87.0,999.0,0.0,0.0,0
4.0,131.0,999.0,0.0,0.0,1
3.0,85.0,999.0,0.0,0.0,0
8.0,691.0,999.0,0.0,0.0,1
2.0,514.0,999.0,0.0,0.0,1
0.0,107.0,999.0,0.0,0.0,0
5.0,94.0,999.0,0.0,0.0,0
3.0,277.0,999.0,0.0,0.0,0
1.0,288.0,999.0,0.0,0.0,0
7.0,236.0,999.0,0.0,0.0,0
0.0,243.0,999.0,0.0,0.0,0
3.0,293.0,999.0,0.0,0.0,0
3.0,107.0,999.0,0.0,0.0,0
2.0,126.0,999.0,0.0,0.0,0
0.0,129.0,999.0,0.0,0.0,0
5.0,158.0,999.0,0.0,0.0,0
3.0,414.0,999.0,0.0,0.0,1
2.0,151.0,999.0,0.0,0.0,0
0.0,269.0,999.0,0.0,0.0,0
0.0,683.0,999.0,0.0,0.0,0
0.0,124.0,999.0,0.0,0.0,0
0.0,302.0,999.0,0.0,0.0,0
4.0,441.0,999.0,1.0,1.0,1
3.0,245.0,999.0,0.0,0.0,0
3.0,74.0,999.0,0.0,0.0,0
3.0,605.0,999.0,0.0,0.0,0
8.0,267.0,999.0,1.0,1.0,0
0.0,121.0,999.0,0.0,0.0,0
2.0,220.0,999.0,0.0,0.0,0
3.0,329.0,9.0,4.0,1.0,0
0.0,795.0,999.0,1.0,1.0,0
3.0,213.0,999.0,0.0,0.0,0
0.0,1531.0,999.0,0.0,0.0,1
0.0,153.0,999.0,0.0,0.0,0
0.0,297.0,999.0,0.0,0.0,0
5.0,103.0,999.0,0.0,0.0,0
8.0,882.0,999.0,0.0,0.0,1
0.0,208.0,3.0,5.0,2.0,0
0.0,111.0,999.0,0.0,0.0,0
0.0,148.0,999.0,0.0,0.0,0
5.0,258.0,999.0,1.0,1.0,0
1.0,87.0,999.0,0.0,0.0,0
1.0,511.0,999.0,0.0,0.0,0
0.0,229.0,999.0,0.0,0.0,0
5.0,485.0,999.0,0.0,0.0,1
1.0,444.0,999.0,0.0,0.0,0
8.0,117.0,999.0,0.0,0.0,0
0.0,504.0,999.0,0.0,0.0,0
0.0,363.0,999.0,0.0,0.0,0
3.0,322.0,999.0,0.0,0.0,0
1.0,172.0,999.0,0.0,0.0,0
2.0,149.0,999.0,0.0,0.0,0
5.0,383.0,999.0,1.0,1.0,0
3.0,166.0,999.0,0.0,0.0,0
2.0,333.0,999.0,0.0,0.0,0
3.0,108.0,999.0,0.0,0.0,0
0.0,291.0,999.0,0.0,0.0,0
0.0,301.0,999.0,0.0,0.0,0
3.0,120.0,999.0,0.0,0.0,0
0.0,196.0,999.0,0.0,0.0,0
8.0,110.0,999.0,0.0,0.0,0
2.0,372.0,999.0,0.0,0.0,1
0.0,148.0,999.0,0.0,0.0,0
0.0,81.0,999.0,0.0,0.0,0
5.0,139.0,999.0,0.0,0.0,0
2.0,268.0,999.0,0.0,0.0,1
0.0,106.0,999.0,0.0,0.0,0
7.0,128.0,6.0,1.0,2.0,0
0.0,140.0,999.0,0.0,0.0,0
2.0,183.0,999.0,0.0,0.0,0
5.0,710.0,999.0,0.0,0.0,1
3.0,94.0,999.0,0.0,0.0,0
0.0,137.0,999.0,0.0,0.0,0
3.0,115.0,999.0,0.0,0.0,0
2.0,243.0,999.0,0.0,0.0,0
1.0,757.0,999.0,0.0,0.0,0
5.0,101.0,999.0,0.0,0.0,0
5.0,199.0,9.0,1.0,2.0,0
7.0,294.0,999.0,1.0,1.0,0
0.0,173.0,999.0,0.0,0.0,0
0.0,122.0,999.0,0.0,0.0,0
2.0,209.0,999.0,0.0,0.0,0
0.0,245.0,999.0,0.0,0.0,0
2.0,178.0,999.0,0.0,0.0,0
2.0,89.0,999.0,0.0,0.0,0
4.0,373.0,999.0,0.0,0.0,1
2.0,135.0,999.0,0.0,0.0,0
0.0,786.0,999.0,0.0,0.0,1
0.0,306.0,999.0,0.0,0.0,0
0.0,82.0,999.0,0.0,0.0,0
5.0,59.0,999.0,0.0,0.0,0
6.0,893.0,999.0,0.0,0.0,1
0.0,338.0,999.0,0.0,0.0,0
5.0,374.0,999.0,0.0,0.0,0
0.0,150.0,999.0,0.0,0.0,0
2.0,261.0,999.0,0.0,0.0,0
2.0,1673.0,999.0,0.0,0.0,0
0.0,27.0,999.0,0.0,0.0,0
8.0,79.0,999.0,1.0,1.0,0
0.0,40.0,999.0,0.0,0.0,0
2.0,92.0,999.0,0.0,0.0,0
3.0,353.0,999.0,0.0,0.0,0
2.0,103.0,999.0,0.0,0.0,0
0.0,296.0,999.0,0.0,0.0,0
0.0,14.0,999.0,0.0,0.0,0
2.0,148.0,999.0,0.0,0.0,0
0.0,136.0,999.0,0.0,0.0,0
1.0,109.0,999.0,0.0,0.0,0
0.0,169.0,999.0,1.0,1.0,0
8.0,704.0,999.0,0.0,0.0,0
2.0,70.0,999.0,0.0,0.0,0
8.0,353.0,999.0,0.0,0.0,0
0.0,167.0,999.0,0.0,0.0,0
5.0,173.0,999.0,0.0,0.0,0
8.0,382.0,999.0,0.0,0.0,0
0.0,212.0,999.0,0.0,0.0,0
0.0,301.0,999.0,0.0,0.0,0
0.0,317.0,999.0,1.0,1.0,1
1.0,179.0,999.0,0.0,0.0,0
2.0,132.0,999.0,0.0,0.0,0
0.0,198.0,999.0,0.0,0.0,0
2.0,96.0,999.0,0.0,0.0,0
2.0,555.0,999.0,0.0,0.0,0
8.0,127.0,999.0,0.0,0.0,0
2.0,1206.0,999.0,0.0,0.0,0
3.0,128.0,999.0,0.0,0.0,1
2.0,111.0,999.0,0.0,0.0,0
2.0,340.0,999.0,0.0,0.0,0
2.0,342.0,999.0,0.0,0.0,0
0.0,86.0,999.0,1.0,1.0,0
0.0,97.0,999.0,0.0,0.0,0
2.0,78.0,999.0,0.0,0.0,0
1.0,234.0,999.0,0.0,0.0,0
5.0,239.0,999.0,0.0,0.0,0
7.0,301.0,3.0,1.0,2.0,1
0.0,79.0,999.0,0.0,0.0,0
5.0,83.0,999.0,0.0,0.0,0
2.0,727.0,999.0,0.0,0.0,1
2.0,878.0,999.0,0.0,0.0,1
0.0,171.0,999.0,0.0,0.0,0
5.0,308.0,999.0,0.0,0.0,0
9.0,211.0,6.0,2.0,2.0,1
0.0,269.0,999.0,0.0,0.0,0
2.0,808.0,999.0,0.0,0.0,1
1.0,109.0,999.0,0.0,0.0,0
3.0,172.0,3.0,6.0,2.0,1
4.0,119.0,999.0,0.0,0.0,0
0.0,190.0,999.0,0.0,0.0,0
3.0,126.0,999.0,0.0,0.0,0
2.0,553.0,999.0,0.0,0.0,1
2.0,114.0,999.0,0.0,0.0,0
5.0,472.0,999.0,0.0,0.0,0
8.0,970.0,999.0,1.0,1.0,1
2.0,173.0,999.0,0.0,0.0,1
3.0,73.0,999.0,0.0,0.0,0
1.0,157.0,999.0,0.0,0.0,0
1.0,95.0,999.0,0.0,0.0,0
9.0,208.0,999.0,0.0,0.0,1
0.0,26.0,999.0,0.0,0.0,0
0.0,274.0,999.0,1.0,1.0,0
2.0,86.0,999.0,0.0,0.0,0
3.0,34.0,999.0,0.0,0.0,0
2.0,1360.0,999.0,0.0,0.0,1
